,0,1,2,3,4,5,6,7,8,9
0,how far can a cheetah maintain full speed,how fast can a parakeet fly?,how fast do satellites go,how fast is a zebra,how fast is the fastest airplane?,how fast is a gigahertz,how fast can the bugatti chiron really go,what's the fastest jet?,how fast does a fighter jet?,how fast is the meaning of coming to hertz?
1,0.79045429148917046,0.66150530823201337,0.63633812780954091,0.63592158993360293,0.63454596604017155,0.63353025368564153,0.63185889979139043,0.62439188347520602,0.61868631421647313,0.61513349773450299
