,0,1,2,3,4,5,6,7,8,9
0,how tall is brad pitt really,how tall is paul rudd?,how tall is mike bridges?,how many counties did trump win?,how tall is trump tower?,how many important officials have left during trumps presidency,how many children donald trump have?,how many federal judges has trump appointed?,how many electoral votes did hillary get?,how many educated men voted for trump?
1,0.84154881468998854,0.55751730909399599,0.53506327576172497,0.53488584565380815,0.52878283266231751,0.51670533742529523,0.51666370632409431,0.5143873308484439,0.5092218542394904,0.50454535167148518
